Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1993","Labour force survey","1000 persons","2896.289"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1994","Labour force survey","1000 persons","2935.445"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1995","Labour force survey","1000 persons","2976.777"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1996","Labour force survey","1000 persons","3032.432"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1997","Labour force survey","1000 persons","3050.728"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1998","Labour force survey","1000 persons","3101.404"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","1999","Labour force survey","1000 persons","3049.348"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2000","Labour force survey","1000 persons","3980.662"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","3920.657"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2002","Labour force survey","1000 persons","4039.515"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2003","Labour force survey","1000 persons","4085.419"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2004","Labour force survey","1000 persons","4165.144"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","4146.894"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","4401.765"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","4585.839"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","3768.122"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2009","Labour force survey","1000 persons","4600.55"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2010","Labour force survey","1000 persons","4515.72"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2011","Labour force survey","1000 persons","4615.2"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2012","Labour force survey","1000 persons","3890.299"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2013","Labour force survey","1000 persons","4055.516"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","4117.988"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2015","Labour force survey","1000 persons","4000.729"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2016","Labour force survey","1000 persons","4124.272"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2017","Labour force survey","1000 persons","4104.294"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2018","Labour force survey","1000 persons","3984.481"
"Employment Indicators: Rural","United Kingdom of Great Britain and Northern Ireland","Employment by status of employment, total, rural areas","Total","2019","Labour force survey","1000 persons","4138.913"
"Employment Indicators: Rural","United Republic of Tanzania","Employment by status of employment, total, rural areas","Total","2001","Labour force survey","1000 persons","11990.577"
"Employment Indicators: Rural","United Republic of Tanzania","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","15840.995"
"Employment Indicators: Rural","United Republic of Tanzania","Employment by status of employment, total, rural areas","Total","2014","Labour force survey","1000 persons","13829.422"
"Employment Indicators: Rural","United States of America","Employment by status of employment, total, rural areas","Total","2005","Labour force survey","1000 persons","27521.929"
"Employment Indicators: Rural","United States of America","Employment by status of employment, total, rural areas","Total","2006","Labour force survey","1000 persons","27293.984"
"Employment Indicators: Rural","United States of America","Employment by status of employment, total, rural areas","Total","2007","Labour force survey","1000 persons","27368.008"
"Employment Indicators: Rural","United States of America","Employment by status of employment, total, rural areas","Total","2008","Labour force survey","1000 persons","27003.994"
