Domain,Area,Indicator,Sex,Year,Source,Unit,Value
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","44"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","45.199997"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","44.400002"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","37.699997"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","37.699997"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","32.599998"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2005","Labour force survey","%","32.200001"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2006","Labour force survey","%","30.6"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2007","Labour force survey","%","29.6"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2008","Labour force survey","%","28.7"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2009","Labour force survey","%","29.1"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2010","Labour force survey","%","31"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2011","Labour force survey","%","29.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2012","Labour force survey","%","29.7"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2013","Labour force survey","%","29.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2014","Labour force survey","%","28.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2015","Labour force survey","%","25.6"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2016","Labour force survey","%","23.1"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2017","Labour force survey","%","22.8"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2018","Labour force survey","%","22.3"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2019","Labour force survey","%","21.2"
"Employment Indicators: Agriculture","Romania","Share of employment in agriculture, forestry and fishing in total employment","Total","2020","Labour force survey","%","20.5"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1990","Official estimates","%","13.9"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1991","Official estimates","%","14.2"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1992","Official estimates","%","15.4"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1993","Official estimates","%","15.5"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1994","Official estimates","%","16.1"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1995","Official estimates","%","15.7"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1996","Official estimates","%","15.3"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1998","Labour force survey","%","11.599999"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","1999","Labour force survey","%","15"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","2000","Labour force survey","%","14.5"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","2001","Labour force survey","%","12"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","2002","Labour force survey","%","11.3"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","2003","Labour force survey","%","10.8"
"Employment Indicators: Agriculture","Russian Federation","Share of employment in agriculture, forestry and fishing in total employment","Total","2004","Labour force survey","%","10"
